url;rating;score_author;domain_ending;score_url_domain_ending;errors_grammar_spelling;score_errors;questions_text_per_sentence;score_tonality_questions_text;questions_title;score_tonality_questions_title;exclamations_text_per_sentence;score_tonality_exclamations_text;exclamations_title;score_tonality_exclamations_title;all_caps_text;score_tonality_all_caps_text;all_caps_title;score_tonality_all_caps_title;read_text_flesch_kincaid;read_text_flesch_read_ease;read_text_gunning_fog;read_text_smog;read_text_ari;read_text_coleman_liau;score_readability;word_count_text;score_ls_word_count_text;word_count_title;score_ls_word_count_title;sentence_count;score_ls_sentence_count;ttr;score_ls_type_token_ratio;word_length_text;score_ls_word_length_text;word_length_title;score_ls_word_length_title;profanity;score_vocabulary_profanity;total_emotion_word_ratio;anger_word_ratio;anger_intensity;anticipation_word_ratio;anticipation_intensity;disgust_word_ratio;disgust_intensity;fear_word_ratio;fear_intensity;sadness_word_ratio;sadness_intensity;joy_word_ratio;joy_intensity;surprise_word_ratio;surprise_intensity;trust_word_ratio;trust_intensity;score_vocabulary_emotional_words;clickbait;score_clickbait;links_count;score_links_external;sentiment_text_spacy;sentiment_text_vader;sentiment_text_fasttext_1;sentiment_text_fasttext_2;sentiment_text_fasttext_3;sentiment_text_fasttext_4;sentiment_text_fasttext_5;score_sentiment_polarity_text;sentiment_title_spacy;sentiment_title_vader;sentiment_title_fasttext_1;sentiment_title_fasttext_2;sentiment_title_fasttext_3;sentiment_title_fasttext_4;sentiment_title_fasttext_5;score_sentiment_polarity_title;subjectivity;score_sentiment_subjectivity
https://web.archive.org/web/20101231010353/http://alzheimers.emedtv.com/alzheimer's-disease/alzheimer's-and-genes.html;3.0000000000;0;0;0;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0;1;0.0000000000;1.0000000000;0;1;0.0000000000;1.0000000000;0;1.0000000000;8.1809906760;64.8257517483;11.1681429681;10.5678746866;9.2116317016;10.6383646011;0.7854590148;347;0.0940000000;3;1.0000000000;22;0.0000000000;0.5648414986;0.6621037464;4.8789625360;0.8386167147;6.3333333333;1.0000000000;0.0000000000;1.0000000000;0.0800000000;0.0142857143;0.0057514286;0.0171428571;0.0088142857;0.0057142857;0.0038400000;0.0142857143;0.0072142857;0.0085714286;0.0062285714;0.0171428571;0.0063142857;0.0057142857;0.0027000000;0.0428571429;0.0229657143;0.9872342857;1;1;0;0.0000000000;0.1060210623;0.0516000000;0.0001257342;0.4433545172;0.2089725733;0.3469455540;0.0006515724;0.9997408978;0.0000000000;0.0000000000;0.0000100000;0.0011051206;0.0010344128;0.9978895187;0.0000109421;0.9999930193;0.4103479853;0.9655067155
http://www.mortgage101.com/article/mortgage-refinancing;4.0000000000;0;0;0;0.0048309179;0.7584541063;0.0689655172;0.8735632184;0;1;0.0000000000;1.0000000000;0;1;0.0016155089;0.6768982229;0;1.0000000000;10.8699139319;55.2710144928;12.6879004942;11.1367620434;12.6827902715;12.0368595523;0.9065764270;619;0.6380000000;2;1.0000000000;29;0.4000000000;0.4652665590;0.4131663974;4.9886914378;0.9849219171;9.5000000000;1.0000000000;0.0000000000;1.0000000000;0.1449275362;0.0096618357;0.0037004831;0.0177133655;0.0089339775;0.0096618357;0.0029468599;0.0660225443;0.0212463768;0.0273752013;0.0084718196;0.0209339775;0.0077053140;0.0080515298;0.0025426731;0.0531400966;0.0265909823;0.9835723027;1;1;0;0.0000000000;0.2217557652;0.9953000000;0.0342647508;0.1134829298;0.7595635653;0.0884672627;0.0042715212;0.6569545760;0.0000000000;0.0000000000;0.0000100000;0.0000100034;0.9486781955;0.0513412915;0.0000105062;0.9999931646;0.5144863732;0.6183787561
https://web.archive.org/web/20110530013034/http://aheadwithautism.com/warningsigns.html;3.0000000000;0;0;0;0.0043478261;0.7826086957;0.0000000000;1.0000000000;0;1;0.0000000000;1.0000000000;0;1;0.0000000000;1.0000000000;0;1.0000000000;14.3436991823;35.0657802603;16.8858228723;14.4478221326;15.7128803409;14.3240068687;0.9764821535;457;0.3140000000;3;1.0000000000;19;0.0000000000;0.5754923414;0.6887308534;5.3326039387;1.0000000000;6.0000000000;1.0000000000;0.0000000000;1.0000000000;0.1652173913;0.0239130435;0.0075760870;0.0282608696;0.0138565217;0.0108695652;0.0054869565;0.0369565217;0.0147652174;0.0260869565;0.0143391304;0.0413043478;0.0227608696;0.0195652174;0.0064543478;0.0760869565;0.0326760870;0.9764169565;0;0;0;0.0000000000;0.1299407115;0.4019000000;0.0865153223;0.2918859720;0.2993004322;0.2619618773;0.0603864007;0.9510327590;0.0000000000;-0.3400000000;0.0000186651;1.0000011921;0.0000100000;0.0000100009;0.0000101276;0.9999904024;0.4343473555;0.8855088149
https://web.archive.org/web/20110127010303/http://www.fitnesstown.ca/P90X-Extreme-Home-Fitness-Workout-Program;2.0000000000;1;0;0;0.0074906367;0.6254681648;0.1025641026;0.6495726496;0;1;0.1282051282;0.0000000000;0;1;0.0076628352;0.0000000000;0;1.0000000000;6.5845714286;71.8309670330;10.8703296703;10.4420840754;7.7921406593;10.0789722610;0.6984528295;522;0.4440000000;12;0.8000000000;39;1.0000000000;0.5536398467;0.6340996169;4.8084291188;0.7445721584;5.4166666667;0.9166666667;0.0000000000;1.0000000000;0.1348314607;0.0149812734;0.0040767790;0.0374531835;0.0213595506;0.0056179775;0.0020337079;0.0243445693;0.0065243446;0.0168539326;0.0055524345;0.0505617978;0.0164494382;0.0131086142;0.0032883895;0.0524344569;0.0264962547;0.9828438202;0;0;0;0.0000000000;0.1197959355;0.9953000000;0.0101683950;0.1324925870;0.3973383904;0.4433448017;0.0167057812;0.6608419413;0.0000000000;0.4588000000;0.0000100001;1.0000098944;0.0000100001;0.0000100707;0.0000100000;0.9999933333;0.4836054316;0.7213152280
http://www.telegraph.co.uk/finance/personalfinance/investing/3067744/Is-now-a-good-time-to-invest-in-oil.html;4.0000000000;1;0;0;0.0030674847;0.8466257669;0.0571428571;0.9523809524;1;0;0.0000000000;1.0000000000;0;1;0.0007722008;0.8455598456;0;1.0000000000;7.7417265745;72.6868755760;11.7410752688;10.7459666924;9.2856682028;9.3432884117;0.7342819026;1295;1.0000000000;9;1.0000000000;70;1.0000000000;0.4146718147;0.2866795367;4.5814671815;0.4419562420;3.0000000000;0.0000000000;0.0000000000;1.0000000000;0.0912576687;0.0153374233;0.0065521472;0.0237730061;0.0121940184;0.0046012270;0.0021702454;0.0145705521;0.0053197853;0.0130368098;0.0045935583;0.0253067485;0.0096947853;0.0061349693;0.0023374233;0.0314417178;0.0165667178;0.9881142638;1;1;0;0.0000000000;0.0595027757;0.9908000000;0.0207055267;0.4478802383;0.1524849981;0.3328981698;0.0460809842;0.6505378297;0.7000000000;0.4404000000;0.0000675051;0.0045310031;0.9954314828;0.0000100047;0.0000100003;0.8666408315;0.4038461057;0.9871796477
https://web.archive.org/web/20110704052706/http://www.mortgageguide101.com/mortgage-refinancing.aspx;3.0000000000;0;0;0;0.0021739130;0.8913043478;0.0000000000;1.0000000000;0;1;0.0000000000;1.0000000000;0;1;0.0000000000;1.0000000000;0;1.0000000000;8.4369866366;70.3506352343;13.1430077169;11.7724866337;9.1254263128;8.3328600087;0.7496991990;458;0.3160000000;2;1.0000000000;23;0.0000000000;0.4519650655;0.3799126638;4.4017467249;0.2023289665;9.5000000000;1.0000000000;0.0000000000;1.0000000000;0.1108695652;0.0108695652;0.0019304348;0.0413043478;0.0190000000;0.0021739130;0.0002891304;0.0195652174;0.0063891304;0.0195652174;0.0061521739;0.0304347826;0.0122130435;0.0152173913;0.0041282609;0.0565217391;0.0252260870;0.9849343478;1;1;0;0.0000000000;0.2555622552;0.9877000000;0.0307785142;0.8194752336;0.1148218066;0.0331874304;0.0017870204;0.6640114885;0.0000000000;0.0000000000;0.0000100000;0.0000100034;0.9486781955;0.0513412915;0.0000105062;0.9999931646;0.4464953102;0.8450156325
https://web.archive.org/web/20100322204050/http://www.medpagetoday.com/Neurology/AlzheimersDisease/15850;5.0000000000;0;0;0;0.0172543136;0.1372843211;0.0000000000;1.0000000000;0;1;0.0000000000;1.0000000000;0;1;0.0000000000;1.0000000000;0;1.0000000000;13.8928449766;48.0392123967;15.8440417494;12.4523979014;17.7063334827;13.6267202622;0.9462484531;1326;1.0000000000;7;1.0000000000;46;1.0000000000;0.4238310709;0.3095776772;5.3250377074;1.0000000000;5.4285714286;0.9285714286;0.0000000000;1.0000000000;0.1020255064;0.0127531883;0.0041650413;0.0285071268;0.0129482371;0.0135033758;0.0082933233;0.0292573143;0.0153023256;0.0195048762;0.0112453113;0.0202550638;0.0080367592;0.0015003751;0.0004981245;0.0525131283;0.0298379595;0.9819345836;1;1;0;0.0000000000;0.0925085366;0.9970000000;0.0420126095;0.6611712575;0.2461938560;0.0436496362;0.0070227389;0.6523215505;0.0681818182;0.0000000000;0.0000709299;0.0000137619;0.9999341965;0.0000211222;0.0000100212;0.9999730163;0.4429871559;0.8567094805
https://web.archive.org/web/20100620185137/http://www.reduce-debt-reduce-stress.com/;1.0000000000;0;0;0;0.0096269555;0.5186522262;0.0188679245;1.0000000000;0;1;0.1698113208;0.0000000000;0;1;0.0012091898;0.7581620314;0;1.0000000000;6.7189235781;74.9185088910;10.2271933397;9.8128624190;7.8870612189;9.0955368369;0.6553390445;827;1.0000000000;4;1.0000000000;53;1.0000000000;0.4921402660;0.4803506651;4.6045949214;0.4727932285;5.5000000000;1.0000000000;0.0000000000;1.0000000000;0.1528279182;0.0096269555;0.0025896510;0.0228640193;0.0122647413;0.0060168472;0.0025655836;0.0361010830;0.0151516245;0.0517448857;0.0220613718;0.0361010830;0.0143321300;0.0072202166;0.0022839952;0.0517448857;0.0251793020;0.9807143201;1;1;4;1.0000000000;0.1985137085;-0.9920000000;0.0201332830;0.0497308709;0.5653153062;0.3490738869;0.0157966428;0.6600233581;0.0000000000;-0.6486000000;0.0000100090;0.0011378747;0.0254927091;0.9733994603;0.0000100000;0.9009266636;0.4821687946;0.7261040179
https://web.archive.org/web/20110707074807/http://alzheimers.about.com/od/whatisalzheimer1/a/causes.htm;4.0000000000;1;0;0;0.0049019608;0.7549019608;0.0400000000;1.0000000000;1;0;0.0000000000;1.0000000000;0;1;0.0024752475;0.5049504950;0;1.0000000000;8.8305714286;61.6744285714;11.8628571429;11.0498447190;11.1928571429;12.6772820952;0.8499257425;404;0.2080000000;4;1.0000000000;25;0.0000000000;0.6014851485;0.7537128713;5.3861386139;1.0000000000;7.0000000000;1.0000000000;0.0000000000;1.0000000000;0.1470588235;0.0245098039;0.0083578431;0.0465686275;0.0242401961;0.0269607843;0.0171691176;0.0539215686;0.0320196078;0.0294117647;0.0184828431;0.0343137255;0.0164338235;0.0049019608;0.0022598039;0.0539215686;0.0291960784;0.9703681373;1;1;9;1.0000000000;0.1587121212;0.8979000000;0.0031628632;0.5301293135;0.4085343480;0.0556106158;0.0026128995;0.7328080791;0.0000000000;0.0000000000;0.0000146868;0.0392928123;0.9607225060;0.0000100003;0.0000100000;0.9999917710;0.4832070707;0.7226430976
https://web.archive.org/web/20110828043141/http://www.cyclingnews.com/editions/cycling-news-flash-june-30-2008;3.0000000000;0;0;0;0.0130796671;0.3460166468;0.0000000000;1.0000000000;0;1;0.0000000000;1.0000000000;0;1;0.0048076923;0.0384615385;0;1.0000000000;11.7832996633;55.7575757576;15.0677962420;12.6765884296;14.9537536657;12.6216000287;0.9304533600;832;1.0000000000;9;1.0000000000;33;0.8000000000;0.5360576923;0.5901442308;5.0721153846;1.0000000000;4.7777777778;0.2777777778;0.0001912046;0.0000000000;0.1189060642;0.0214030916;0.0093674197;0.0416171225;0.0205826397;0.0011890606;0.0004185493;0.0404280618;0.0140665874;0.0130796671;0.0034637337;0.0225921522;0.0112925089;0.0047562426;0.0022390012;0.0380499405;0.0188977408;0.9839343639;1;1;0;0.0000000000;0.1156293706;0.9500000000;0.0167754926;0.3764660656;0.5776939392;0.0286177639;0.0004967583;0.6942425831;0.0000000000;0.0000000000;0.0000194565;1.0000005960;0.0000100492;0.0000100199;0.0000100000;0.9999901812;0.3386480186;1.0000000000
https://web.archive.org/web/20110809085217/http://www.americanprogress.org/issues/2008/01/capandtrade101.html;4.0000000000;0;1;1;0.0050890585;0.7455470738;0.1000000000;0.6666666667;0;1;0.0000000000;1.0000000000;0;1;0.0012787724;0.7442455243;0;1.0000000000;14.1218155583;41.1343251777;19.9114847344;16.6014705087;16.4729820159;13.8200753802;1.0000000000;782;0.9640000000;4;1.0000000000;30;0.5000000000;0.4680306905;0.4200767263;5.3529411765;1.0000000000;3.5000000000;0.0000000000;0.0000000000;1.0000000000;0.1145038168;0.0025445293;0.0008142494;0.0305343511;0.0121246819;0.0063613232;0.0034007634;0.0165394402;0.0044452926;0.0089058524;0.0030788804;0.0254452926;0.0110445293;0.0012722646;0.0003778626;0.0572519084;0.0265585242;0.9876310433;1;1;5;1.0000000000;0.0671201814;0.9973000000;0.0073836981;0.5726194382;0.1849509776;0.2342491150;0.0008467720;0.6657231766;0.0000000000;0.0000000000;1.0000013113;0.0000158780;0.0000100000;0.0000100990;0.0000127418;0.6666619823;0.4009259259;0.9969135802
https://web.archive.org/web/20100606041315/http://wiki.ocregister.com/Orange_County/People/Nadya_Suleman_(Octomom);3.0000000000;0;0;0;0.0104712042;0.4764397906;0.0000000000;1.0000000000;0;1;0.0000000000;1.0000000000;0;1;0.0022488756;0.5502248876;0;1.0000000000;8.7097870183;60.4603921569;11.5469912103;10.8783859716;9.6451801893;11.3425680265;0.8267812671;1334;1.0000000000;3;1.0000000000;87;1.0000000000;0.4782608696;0.4456521739;5.0607196402;1.0000000000;6.3333333333;1.0000000000;0.0000000000;1.0000000000;0.1032161556;0.0134629768;0.0038040389;0.0381451010;0.0189072550;0.0074794316;0.0022976814;0.0314136126;0.0106163052;0.0246821242;0.0100972326;0.0314136126;0.0118272251;0.0149588631;0.0048676141;0.0501121915;0.0253275991;0.9824510097;0;0;12;1.0000000000;-0.0282540096;-0.9765000000;0.0197084937;0.0663056299;0.8600164652;0.0488611534;0.0051581901;0.6740444387;0.0000000000;0.0000000000;0.0000100006;0.9799104333;0.0177091248;0.0024104686;0.0000100000;0.9999933331;0.2792659409;1.0000000000
https://web.archive.org/web/20110808013423/http://www.shirleys-wellness-cafe.com/flu.htm;1.0000000000;0;0;0;0.0116279070;0.4186046512;0.0000000000;1.0000000000;0;1;0.0000000000;1.0000000000;0;1;0.0000000000;1.0000000000;0;1.0000000000;15.2617560976;44.0637317073;17.5102439024;13.3923048454;18.7784756098;13.0190745305;0.9604894674;163;0.0000000000;9;1.0000000000;5;0.0000000000;0.6993865031;0.9984662577;5.0920245399;1.0000000000;6.0000000000;1.0000000000;0.0000000000;1.0000000000;0.1337209302;0.0058139535;0.0043139535;0.0174418605;0.0081802326;0.0232558140;0.0132209302;0.0639534884;0.0283313953;0.0174418605;0.0091627907;0.0174418605;0.0039941860;0.0000000000;0.0000000000;0.0290697674;0.0122209302;0.9841151163;1;1;18;1.0000000000;-0.0845238095;-0.9790000000;0.0403751843;0.6708391309;0.1161711887;0.1664031595;0.0062613706;0.6651211484;-0.3333333333;-0.4404000000;0.0004392499;0.9655391574;0.0049098511;0.0289174393;0.0002443794;0.9997721236;0.3738095238;1.0000000000
