url;fake_news
https://web.archive.org/web/20210829152050/http://www.newidea.com.au/us-report-claims-meghan-markle-and-kate-middleton-are-both-expecting-a-baby;1
https://web.archive.org/web/20190415070023/https://ew.com/movies/2018/01/04/gal-gadot-wonder-woman-interview/;0
http://www.justjared.com/2017/11/07/taylor-swift-gives-fans-an-inside-look-at-reputation-secret-sessions/;0
https://web.archive.org/web/20190607151409/https://www.yahoo.com/entertainment/ready-player-one-ultimate-guide-pop-culture-references-173907937.html;0
https://people.com/style/met-gala-2018-katy-perry-flew-kim-kardashian-nails-private-jet/;0
https://people.com/tv/harry-connick-jr-wife-jill-goodacre-open-up-secret-5-year-battle-breast-cancer/;0
http://www.bravotv.com/the-daily-dish/does-brittany-cartwright-regret-not-breaking-up-with-jax-taylor;0
http://www.bravotv.com/the-real-housewives-of-new-jersey/season-9/blogs/jennifer-aydin/jennifer-aydin-its-all-in-the-kiss;0
https://www.cheatsheet.com/entertainment/what-happens-if-prince-philip-outlives-queen-elizabeth-ii.html/;0
https://www.etonline.com/awards/223683_chris_pratt_makes_first_appearance_since_anna_faris_split;0
https://web.archive.org/web/20180601084744/http://fortune.com/2018/01/19/watch-gold-medalist-aly-raismans-powerful-statement-at-larry-nassers-sentencing/;0
https://marriedbiography.com/pregnant-nikki-reed-took-fashion-tips-from-kim-kardashian-on-maternity-style-on-date-night-with-ian-somerhalder/;0
https://www.polygon.com/2018/4/9/17214734/star-wars-solo-trailer-chewbacca-age-han-solo;0
https://people.com/tv/southern-charm-thomas-ravenel-accuses-ashley-jacobs-bad-mouthing-kathryn-dennis/;0
https://www.mirror.co.uk/3am/celebrity-news/breaking-love-islands-sophie-gradon-12757402;0
https://www.nickiswift.com/114528/chrissy-metzs-tragic-real-life-story/;0
https://people.com/sports/eric-decker-denies-cheating-jessie-james-decker-tweet/;0
https://www.vanityfair.com/style/2018/03/ashley-judd-mira-sorvino-oscars-red-carpet;0
https://thehill.com/blogs/in-the-know/in-the-know/390128-samantha-bee-loses-sponsor-over-ivanka-trump-slur;0
https://people.com/celebrity/bachelor-ben-higgins-lauren-bushnell-split/;0
https://nationaldaycalendar.com/national-rose-day-second-saturday-in-june/;0
https://people.com/chica/luis-fonsi-daughter-dancing-echame-la-culpa/;0
https://variety.com/2018/tv/news/prince-harry-meghan-markle-royal-wedding-windsor-1202813625/;0
https://www.tmz.com/2018/02/16/lisa-marie-presley-massive-debt-taxes-16-million-dollars/;0
https://www.etonline.com/tyrese-gibson-jets-out-toxic-la-child-abuse-investigation-dropped-90427;0
https://www.today.com/popculture/bachelor-stars-nick-viall-vanessa-grimaldi-speak-out-after-split-t115661;0
https://parade.com/674872/leahingram/11-freebies-for-national-doughnut-day-2018/;0
https://www.dailymail.co.uk/tvshowbiz/article-6244563/Kim-Kardashian-tells-Kourtney-pregnant-Khloe-look-like-f-ing-clowns-KUWTK.html;0
https://www.huffingtonpost.com/entry/fergie-and-josh-duhamel-separate_us_59b99854e4b0edff9718e93b;0
https://www.dailymail.co.uk/tvshowbiz/article-6439431/Rihanna-enjoys-quiet-dinner-billionaire-ex-boyfriend-Hassan-Jameel.html;0
https://www.instyle.com/news/jennifer-aniston-donates-1-million-puerto-rico-hurricane-relief;0
https://pagesix.com/2017/11/28/beyonce-throws-jay-z-a-48th-birthday-bash-in-brooklyn/;0
https://www.dailymail.co.uk/tvshowbiz/article-5188081/Hailee-Steinfeld-celebrates-birthday-West-Hollywood.html;0
https://www.dailymail.co.uk/tvshowbiz/article-6050073/Kourtney-Kardashian-NEVER-Scott-Disick-sees-friend.html;0
https://www.usmagazine.com/celebrity-news/news/jenna-bush-hager-has-emotional-reaction-to-matt-lauer-allegations/;0
https://web.archive.org/web/20190103232622/http://time.com/money/5359764/bethenny-frankel/;0
https://www.usmagazine.com/celebrity-news/news/pregnant-kate-middleton-dances-with-paddington-bear-at-train-station-w509053/;0
https://web.archive.org/web/20190527072500/https://www.washingtonpost.com/news/soloish/wp/2018/09/04/colton-underwood-is-the-new-bachelor-heres-why-some-viewers-arent-happy/;0
https://web.archive.org/web/20190105014016/http://www.bravotv.com/blogs/the-old-k-fed-is-dead-britney-spears-ex-kevin-federline-talks-fatherhood-and-where-the-heck;0
https://www.mercurynews.com/2018/06/26/serena-williams-says-she-might-quit-tennis-if-she-were-to-have-a-second-baby/;0
https://fox6now.com/2018/05/16/tmz-meghan-markles-half-sister-samantha-hospitalized-with-possible-broken-ankle/;0
https://www.britannica.com/biography/Anne-Wojcicki;0
https://www.ibtimes.com/kylie-jenner-helps-bff-jordyn-woods-pay-tribute-late-dad-2585871;0
https://money.cnn.com/2018/03/08/media/barack-obama-netflix/index.html;0
https://www.dailymail.co.uk/tvshowbiz/article-5034303/Ellen-dresses-Karla-Kardashian-Halloween.html;0
https://www.elle.com/culture/celebrities/a20923158/kit-harington-rose-leslie-wedding-date/;0
https://www.theguardian.com/music/2017/may/07/nicki-minaj-twitter-college-tuition-student-loans-contest;0
https://www.nickiswift.com/97985/jennifer-lawrence-says-bad-reviews-mother-hurt-relationship-darren-aronofsky/;0
https://www.cosmopolitan.com/entertainment/a21344416/adam-rippon-boyfriend-red-carpet-debut/;0
https://www.knoxnews.com/story/news/local/tennessee/2017/12/10/keaton-jones-bullying-viral-video-tennessee/939026001/;0
https://www.iheart.com/content/2018-01-28-chris-cornells-family-makes-first-red-carpet-appearance-since-his-death/;0
